industry_code	industry_text	display_level	selectable	sort_sequence
7812	Motion Picture and Video Tape Production	5 	T	01175	
7819	Services Allied to Motion Picture Production	5 	T	01176	
781X	Motion picture production and services	4 	T	01174	
7822	Motion Picture and Video Tape Distribution	5 	T	01178	
7829	Services Allied to Motion Picture Distribution	5 	T	01179	
782X	Motion picture distribution and services	4 	T	01177	
7832	Motion Picture Theaters, Except Drive-In	5 	T	01181	
7833	Drive-In Motion Picture Theaters	5 	T	01182	
783X	Motion picture theaters	4 	T	01180	
784X	Video tape rental	4 	T	01183	
78XX	Motion pictures	3 	T	01173	
791X	Dance studios, schools, and halls	4 	T	01185	
7922	Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Services	5 	T	01187	
7929	Bands, Orchestras, Actors, and Entertainment Groups	5 	T	01188	
792X	Producers, orchestras, entertainers	4 	T	01186	
793X	Bowling centers	4 	T	01189	
7941	Professional sports clubs and promoters	5 	T	01191	
7948	Racing, including track operation	5 	T	01192	
794X	Commercial sports	4 	T	01190	
7991	Physical fitness facilities	5 	T	01194	
7992	Public golf courses	5 	T	01195	
7993	Coin-operated amusement devices	5 	T	01196	
7996	Amusement parks	5 	T	01197	
7997	Membership sports and recreation clubs	5 	T	01198	
7999	Amusement and Recreation Services, n.e.c.	5 	T	01199	
799X	Miscellaneous amusement, recreation services	4 	T	01193	
79XX	Amusement and recreation services	3 	T	01184	
801X	Offices and clinics of medical doctors	4 	T	01201	
802X	Offices and clinics of dentists	4 	T	01202	
803X	Offices of osteopathic physicians	4 	T	01203	
8041	Offices and Clinics of Chiropractors	5 	T	01205	
8042	Offices and Clinics of Optometrists	5 	T	01206	
8043	Offices and Clinics of Podiatrists	5 	T	01207	
8049	Offices and Clinics of Health Practitioners, n.e.c.	5 	T	01208	
804X	Offices of other health practitioners	4 	T	01204	
8051	Skilled Nursing Care Facilities	5 	T	01210	
8052	Intermediate Care Facilities	5 	T	01211	
8059	Nursing and Personal Care Facilities, n.e.c.	5 	T	01212	
805X	Nursing and personal care facilities	4 	T	01209	
8062	General medical and surgical hospitals	5 	T	01214	
8063	Psychiatric hospitals	5 	T	01215	
8069	Specialty Hospitals, Except Psychiatric	5 	T	01216	
806X	Hospitals	4 	T	01213	
8071	Medical Laboratories	5 	T	01218	
8072	Dental Laboratories	5 	T	01219	
807X	Medical and dental laboratories	4 	T	01217	
808X	Home health care services	4 	T	01220	
8092	Kidney Dialysis Centers	5 	T	01222	
8093	Specialty Outpatient Facilities, n.e.c.	5 	T	01223	
8099	Health and Allied Services, n.e.c.	5 	T	01224	
809X	Health and allied services, n.e.c.	4 	T	01221	
80XX	Health services	3 	T	01200	
81XX	Legal services	3 	T	01225	
821X	Elementary and secondary schools	4 	T	01227	
8221	Colleges, Universities, and Professional Schools	5 	T	01229	
8222	Junior Colleges and Technical Institutes	5 	T	01230	
822X	Colleges and universities	4 	T	01228	
823X	Libraries	4 	T	01231	
8243	Data Processing Schools	5 	T	01233	
8244	Business and Secretarial Schools	5 	T	01234	
8249	Vocational Schools, n.e.c.	5 	T	01235	
824X	Vocational schools	4 	T	01232	
829X	Schools and educational services, n.e.c.	4 	T	01236	
82XX	Educational services	3 	T	01226	
832X	Individual and family services	4 	T	01238	
833X	Job training and related services	4 	T	01239	
835X	Child day care services	4 	T	01240	
836X	Residential care	4 	T	01241	
839X	Social services, n.e.c.	4 	T	01242	
83XX	Social services	3 	T	01237	
841X	Museums and art galleries	4 	T	01244	
842X	Botanical and zoological gardens	4 	T	01245	
84XX	Museums, botanical, zoological gardens	3 	T	01243	
861X	Business associations	4 	T	01247	
862X	Professional organizations	4 	T	01248	
863X	Labor organizations	4 	T	01249	
864X	Civic and social associations	4 	T	01250	
865X	Political organizations	4 	T	01251	
866X	Religious organizations	4 	T	01252	
869X	Membership organizations, n.e.c.	4 	T	01253	
86XX	Membership organizations	3 	T	01246	
8711	Engineering services	5 	T	01256	
8712	Architectural services	5 	T	01257	
8713	Surveying services	5 	T	01258	
871X	Engineering and architectural services	4 	T	01255	
872X	Accounting, auditing, and bookkeeping	4 	T	01259	
8731	Commercial Physical and Biological Research	5 	T	01261	
8732	Commercial Economic, Sociological, and Educational Research	5 	T	01262	
8733	Noncommercial Research Organizations	5 	T	01263	
8734	Testing Laboratories	5 	T	01264	
873X	Research and testing services	4 	T	01260	
8741	Management Services	5 	T	01266	
8742	Management Consulting Services	5 	T	01267	
8743	Public Relations Services	5 	T	01268	
8744	Facilities Support Management Services	5 	T	01269	
8748	Business Consulting Services, n.e.c.	5 	T	01270	
874X	Management and public relations	4 	T	01265	
87XX	Engineering and management services	3 	T	01254	
88XX	Private households	3 	T	01271	
89XX	Services, n.e.c.	3 	T	01272	
911X	Executive offices	4 	T	01275	
912X	Legislative bodies	4 	T	01276	
9131	Executive and Legislative Office, Combined	5 	T	01278	
913X	Executive and legislative combined	4 	T	01277	
9199	General Government, n.e.c.	5 	T	01280	
919X	General Government, n.e.c.	4 	T	01279	
91XX	Executive, legislative, and general	3 	T	01274	
921X	Courts	4 	T	01282	
9221	Police protection	5 	T	01284	
9222	Legal counsel and prosecution	5 	T	01285	
9223	Correctional institutions	5 	T	01286	
9224	Fire protection	5 	T	01287	
9229	Public Order and Safety, n.e.c.	5 	T	01288	
922X	Public order and safety	4 	T	01283	
92XX	Justice, public order, and safety	3 	T	01281	
93XX	Finance, taxation, and monetary policy	3 	T	01289	
941X	Administration of Educational Programs	4 	T	01291	
943X	Administration of Public Health Programs	4 	T	01292	
944X	Administration of Social, Human Resource and Income Maintenance Programs	4 	T	01293	
945X	Administration of Veterans' Affairs, Except Health and Insurance	4 	T	01294	
94XX	Administration of human resources	3 	T	01290	
9511	Air and Water Resource and Solid Waste Management	5 	T	01297	
9512	Land, Mineral, Wildlife, and Forest Conservation	5 	T	01298	
951X	Administration of Environmental Quality Programs	4 	T	01296	
9531	Administration of Housing Programs	5 	T	01300	
9532	Administration of Urban Planning and Community and Rural Development	5 	T	01301	
953X	Administration of Housing and Urban Development Programs	4 	T	01299	
95XX	Environmental quality and housing	3 	T	01295	
961X	Administration of General Economic Programs	4 	T	01303	
962X	Regulation and Administration of Transportation Programs	4 	T	01304	
963X	Regulation and Administration of Communications, Electric, Gas, and Other Utilities	4 	T	01305	
964X	Regulation of Agricultural Marketing and Commodities	4 	T	01306	
965X	Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors	4 	T	01307	
966X	Space Research and Technology	4 	T	01308	
96XX	Administration of Economic Programs	3 	T	01302	
971X	National security	4 	T	01310	
972X	International Affairs	4 	T	01311	
97XX	National security and international affairs	3 	T	01309	
9999	Nonclassifiable Establishments	5 	T	01312	
M050	Agricultural production	2 	T	00003	
M090	Agriculture, forestry, and fishing	2 	T	00002	
M100	Mining	2 	T	00080	
M200	Construction	2 	T	00124	
M300	Manufacturing	2 	T	00160	
M400	Transportation, communications, electric, gas, and sanitary services	2 	T	00740	
M500	Wholesale trade	2 	T	00834	
M600	Retail trade	2 	T	00922	
M700	Finance, insurance, and real estate	2 	T	01001	
M800	Services	2 	T	01077	
M900	Public administration	2 	T	01273	
