industry_code	industry_text	display_level	selectable	sort_sequence
722XXX	Food Services and Drinking Places	4	T	1753	
811111	General Automotive Repair	7	T	1772	
811118	Other Automotive Mechanical and Electrical Repair and Maintenance	7	T	1775	
81111X	Automotive Mechanical and Electrical Repair and Maintenance	6	T	1771	
811121	Automotive Body, Paint, and Interior Repair and Maintenance	7	T	1777	
81112X	Automotive Body, Paint, Interior, and Glass Repair	6	T	1776	
811191	Automotive Oil Change and Lubrication Shops	7	T	1780	
811192	Car Washes	7	T	1781	
811198	All Other Automotive Repair and Maintenance	7	T	1782	
81119X	Other Automotive Repair and Maintenance	6	T	1779	
8111XX	Automotive Repair and Maintenance	5	T	1770	
811211	Consumer Electronics Repair and Maintenance	7	T	1785	
81121X	Electronic and Precision Equipment Repair and Maintenance	6	T	1784	
8112XX	Electronic and Precision Equipment Repair and Maintenance	5	T	1783	
81131X	Commercial Machinery Repair and Maintenance	6	T	1790	
8113XX	Commercial Machinery Repair and Maintenance	5	T	1789	
811411	Home and Garden Equipment Repair and Maintenance	7	T	1793	
811412	Appliance Repair and Maintenance	7	T	1794	
81141X	Home and Garden Equipment and Appliance Repair and Maintenance	6	T	1792	
81149X	Other Personal and Household Goods Repair and Maintenance	6	T	1797	
8114XX	Personal and Household Goods Repair and Maintenance	5	T	1791	
811XXX	Repair and Maintenance	4	T	1769	
812111	Barber Shops	7	T	1801	
812112	Beauty Salons	7	T	1802	
812113	Nail Salons	7	T	1803	
81211X	Hair, Nail, and Skin Care Services	6	T	1800	
812199	Other Personal Care Services	7	T	1806	
81219X	Other Personal Care Services	6	T	1804	
8121XX	Personal Care Services	5	T	1799	
81221X	Funeral Homes and Funeral Services	6	T	1808	
81222X	Cemeteries and Crematories	6	T	1809	
8122XX	Death Care Services	5	T	1807	
81231X	Coin-Operated Laundries and Drycleaners	6	T	1811	
81232X	Drycleaning and Laundry Services (except Coin-Operated)	6	T	1812	
812331	Linen Supply	7	T	1814	
812332	Industrial Launderers	7	T	1815	
81233X	Linen and Uniform Supply	6	T	1813	
8123XX	Drycleaning and Laundry Services	5	T	1810	
81291X	Pet Care (except Veterinary) Services	6	T	1817	
81293X	Parking Lots and Garages	6	T	1821	
81299X	All Other Personal Services	6	T	1822	
8129XX	Other Personal Services	5	T	1816	
812XXX	Personal and Laundry Services	4	T	1798	
81311X	Religious Organizations	6	T	1825	
8131XX	Religious Organizations	5	T	1824	
813319	Other Social Advocacy Organizations	7	T	1835	
81331X	Social Advocacy Organizations	6	T	1832	
8133XX	Social Advocacy Organizations	5	T	1831	
81341X	Civic and Social Organizations	6	T	1837	
8134XX	Civic and Social Organizations	5	T	1836	
81393X	Labor Unions and Similar Labor Organizations	6	T	1841	
81394X	Political Organizations	6	T	1842	
8139XX	Business, Professional, Labor, Political, and Similar Organizations	5	T	1838	
813XXX	Religious, Grantmaking, Civic, Professional, and Similar Organizations	4	T	1823	
81411X	Private Households	6	T	1846	
8141XX	Private Households	5	T	1845	
814XXX	Private Households	4	T	1844	
92111X	Executive Offices	6	T	1851	
92112X	Legislative Bodies	6	T	1852	
92113X	Public Finance Activities	6	T	1853	
92114X	Executive and Legislative Offices, Combined	6	T	1854	
92115X	American Indian and Alaska Native Tribal Governments	6	T	1855	
92119X	Other General Government Support	6	T	1856	
9211XX	Executive, Legislative, and Other General Government Support	5	T	1850	
921XXX	Executive, Legislative, and Other General Government Support	4	T	1849	
92211X	Courts	6	T	1859	
92212X	Police Protection	6	T	1860	
92213X	Legal Counsel and Prosecution	6	T	1861	
92214X	Correctional Institutions	6	T	1862	
92215X	Parole Offices and Probation Offices	6	T	1863	
92216X	Fire Protection	6	T	1864	
92219X	Other Justice, Public Order, and Safety Activities	6	T	1865	
9221XX	Justice, Public Order, and Safety Activities	5	T	1858	
922XXX	Justice, Public Order, and Safety Activities	4	T	1857	
92312X	Administration of Public Health Programs	6	T	1869	
92313X	Administration of Other Human Resource Programs	6	T	1870	
9231XX	Administration of Human Resource Programs	5	T	1867	
923XXX	Administration of Human Resource Programs	4	T	1866	
92411X	Administration of Air and Water Resource and Solid Waste Management Programs	6	T	1874	
92412X	Administration of Conservation Programs	6	T	1875	
9241XX	Administration of Environmental Quality Programs	5	T	1873	
924XXX	Administration of Environmental Quality Programs	4	T	1872	
92511X	Administration of Housing Programs	6	T	1878	
9251XX	Administration of Housing Programs, Urban Planning, and Community Development	5	T	1877	
925XXX	Administration of Housing Programs, Urban Planning, and Community Development	4	T	1876	
92611X	Administration of General Economic Programs	6	T	1882	
92612X	Regulation and Administration of Transportation Programs	6	T	1883	
92614X	Regulation of Agricultural Marketing and Commodities	6	T	1885	
92615X	Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors	6	T	1886	
9261XX	Administration of Economic Programs	5	T	1881	
926XXX	Administration of Economic Programs	4	T	1880	
92711X	Space Research and Technology	6	T	1889	
9271XX	Space Research and Technology	5	T	1888	
927XXX	Space Research and Technology	4	T	1887	
92811X	National Security	6	T	1892	
92812X	International Affairs	6	T	1893	
9281XX	National Security and International Affairs	5	T	1891	
928XXX	National Security and International Affairs	4	T	1890	
GP1AAA	Goods producing	1	T	2	
GP1CON	Construction	2	T	150	
GP1MFG	Manufacturing	2	T	245	
GP1NRM	Natural resources and mining	2	T	3	
GP2AFH	Agriculture, forestry, fishing and hunting	3	T	4	
GP2CON	Construction	3	T	151	
GP2MFG	Manufacturing	3	T	246	
GP2MIN	Mining	3	T	103	
SP1AAA	Service producing	1	T	946	
SP1EHS	Educational and health services	2	T	1601	
SP1FIA	Financial activities	2	T	1359	
SP1INF	Information	2	T	1292	
SP1LEH	Leisure and hospitality	2	T	1699	
SP1OTS	Other services, except public administration	2	T	1767	
SP1PAD	Public administration	2	T	1847	
SP1PBS	Professional and business services	2	T	1464	
SP1TTU	Trade, transportation, and utilities	2	T	947	
SP2ADW	Administrative and waste services	3	T	1535	
SP2AER	Arts, entertainment, and recreation	3	T	1700	
SP2AFS	Accommodation and food services	3	T	1739	
SP2EDS	Educational services	3	T	1602	
SP2FIN	Finance and insurance	3	T	1360	
SP2HSA	Health care and social assistance	3	T	1630	
SP2INF	Information	3	T	1293	
SP2MCE	Management of companies and enterprises	3	T	1528	
SP2OTS	Other services, except public administration	3	T	1768	
SP2PAD	Public administration	3	T	1848	
SP2PST	Professional and technical services	3	T	1465	
SP2RET	Retail trade	3	T	1059	
SP2RRL	Real estate and rental and leasing	3	T	1424	
SP2TRW	Transportation and warehousing	3	T	1184	
SP2UTL	Utilities	3	T	948	
SP2WHT	Wholesale trade	3	T	965	
