series_code	seasonal	index	series_name	footnote_codes	begin_year	begin_period	end_year	end_period
EIUIR14240                    	U	IR	Nickel	          	2007	M12	2017	M09
EIUIR14250                    	U	IR	Tin	          	2010	M12	2017	M09
EIUIR14260                    	U	IR	Zinc	          	2008	M12	2017	M09
EIUIR14270                    	U	IR	Nonmonetary gold	          	1992	M12	2017	M09
EIUIR14280                    	U	IR	Other precious metals	          	1981	M12	2017	M09
EIUIR15                       	U	IR	Finished metals related to durable goods	          	1980	M12	2017	M09
EIUIR150                      	U	IR	Iron & steel products, except advanced manufacturing	          	1980	M12	2017	M09
EIUIR151                      	U	IR	Iron & steel advanced manufacturing	          	1980	M12	2017	M09
EIUIR152                      	U	IR	Finished metals shapes and advanced manufacturing	          	1984	M06	2017	M09
EIUIR16                       	U	IR	Nonmetals related to durable goods	          	1984	M12	2017	M09
EIUIR160                      	U	IR	Unfinished, nonmetals asso. with durable goods output	          	2011	M12	2017	M09
EIUIR161                      	U	IR	Finished nonmetals (boxes, belting, glass, etc.)	          	1984	M12	2017	M09
EIUIR16120                    	U	IR	Other finished nonmetals (boxes, belting, glass, etc.)	          	1987	M12	2017	M09
EIUIR1DUR                     	U	IR	Industrial supplies & materials, durable	          	1989	M06	2017	M09
EIUIR1EXFUEL                  	U	IR	Industrial supplies & materials excluding fuels	          	2001	M12	2017	M09
EIUIR1EXPET                   	U	IR	Industrial supplies & materials excluding petroleum	          	1982	M09	2017	M09
EIUIR1NONDUR                  	U	IR	Industrial supplies & materials nondurable excluding petroleum	          	1989	M06	2017	M09
EIUIR2                        	U	IR	Capital goods	          	1979	M12	2017	M09
EIUIR20                       	U	IR	Electric generating equipment	          	1979	M03	2017	M09
EIUIR20000                    	U	IR	Generators, transformers & access	          	1984	M12	2017	M09
EIUIR20005                    	U	IR	Electric apparatus & parts, n.e.s.	          	1984	M12	2017	M09
EIUIR21                       	U	IR	Nonelectrical machinery	          	1979	M06	2017	M09
EIUIR210                      	U	IR	Oil drilling, mining, and construction machinery and equipment	          	1984	M12	2017	M09
EIUIR21030                    	U	IR	Excavating, paving & construction machinery	          	1984	M12	2017	M09
EIUIR211                      	U	IR	Industrial and service machinery	          	1984	M12	2017	M09
EIUIR21100                    	U	IR	Industrial engines, pumps, & compressors	          	1987	M12	2017	M09
EIUIR21120                    	U	IR	Metal working machine tools and rolling mills	          	1979	M12	2017	M09
EIUIR21160                    	U	IR	Measuring, testing & control instruments	          	1984	M12	2017	M09
EIUIR21170                    	U	IR	Materials handling equipment	          	1996	M12	2017	M09
EIUIR21180                    	U	IR	Other industrial machines	          	1984	M12	2017	M09
EIUIR21190                    	U	IR	Photo & other service industry machinery	          	1984	M12	2017	M09
EIUIR213                      	U	IR	Computers, peripherals and semiconductors	          	1984	M12	2017	M09
EIUIR21300                    	U	IR	Computers	          	1994	M12	2017	M09
EIUIR21301                    	U	IR	Computer accessories, peripherals, and parts	          	1984	M12	2017	M09
EIUIR21320                    	U	IR	Semiconductors	          	1984	M12	2017	M09
EIUIR213COM                   	U	IR	Computers, peripherals, accessories and parts (excludes end use 21320)	          	1984	M12	2017	M09
EIUIR214                      	U	IR	Telecommunications equipment	          	1984	M12	2017	M09
EIUIR215                      	U	IR	Business machinery and equipment, except computers	          	1984	M12	2017	M09
EIUIR216                      	U	IR	Scientific and medical machinery	          	1984	M12	2017	M09
EIUIR21600                    	U	IR	Laboratory testing and control instruments	          	2016	M12	2017	M09
EIUIR21610                    	U	IR	Other scientific, medical, and hospital equipment	          	1992	M12	2017	M09
EIUIR21EXCOM                  	U	IR	Non-electrical machinery excluding comp., peripherals & semiconductors	          	1984	M12	2017	M09
EIUIR22                       	U	IR	Transportation equipment excluding motor vehicles	          	2001	M12	2017	M09
EIUIR22010                    	U	IR	Parts for civilian  aircraft	          	2012	M12	2017	M09
EIUIR22020                    	U	IR	Engines for civilian aircraft	          	1998	M12	2017	M09
EIUIR2EXCOM                   	U	IR	Capital goods, excluding computers, peripherals & semiconductors	          	1984	M12	2017	M09
EIUIR3                        	U	IR	Automotive vehicles, parts & engines	          	1981	M06	2017	M09
EIUIR300                      	U	IR	Passenger cars, new and used	          	1981	M06	2017	M09
EIUIR301                      	U	IR	Vehicles designed to transport  goods	          	2013	M12	2017	M09
EIUIR302                      	U	IR	Parts, engines, bodies and chassis	          	1992	M12	2017	M09
EIUIR30200                    	U	IR	Engines and engine parts for automotive vehicles	          	2004	M12	2017	M09
EIUIR30220                    	U	IR	Automotive tires & tubes	          	2004	M12	2017	M09
EIUIR30230                    	U	IR	Non-engine parts & accessories	          	2003	M12	2017	M09
EIUIR302NAPT                  	U	IR	Automotive Parts & Accessories (Incl. Engines & Parts), Excluding Canadian	          	1982	M12	2017	M09
EIUIR4                        	U	IR	Consumer goods, excluding automotives	          	1982	M06	2017	M09
EIUIR40                       	U	IR	Nondurables, manufactured	          	1980	M12	2017	M09
EIUIR400                      	U	IR	Apparel, footwear, and household goods	          	1984	M12	2017	M09
EIUIR40000                    	U	IR	Cotton apparel and household goods	          	1980	M12	2017	M09
EIUIR40020                    	U	IR	Apparel and household goods for other textiles	          	1980	M12	2017	M09
EIUIR40030                    	U	IR	Nontextile apparel and household goods	          	1984	M12	2017	M09
EIUIR40040                    	U	IR	Footwear of leather, rubber, or other materials	          	1984	M12	2017	M09
EIUIR40050                    	U	IR	Sporting/camping apparel and footwear	          	1996	M12	2017	M09
EIUIR401                      	U	IR	Other consumer nondurables	          	1984	M12	2017	M09
EIUIR40100                    	U	IR	Medicinal, dental and pharmaceutical preparatory materials	          	1992	M12	2017	M09
EIUIR40110                    	U	IR	Books, magazines and other printed materials	          	2016	M12	2017	M09
EIUIR40140                    	U	IR	Other products (notions, writing  supplies, tobacco products, etc)	          	1984	M12	2017	M09
EIUIR41                       	U	IR	Durables, manufactured	          	1979	M09	2017	M09
EIUIR410                      	U	IR	Household goods	          	1984	M12	2017	M09
EIUIR41000                    	U	IR	Furniture, household items	          	1980	M03	2017	M09
EIUIR41010                    	U	IR	Glassware and ceramics	          	2007	M12	2017	M09
EIUIR41020                    	U	IR	Cookware, chinaware, cutlery for the house and garden	          	1980	M06	2017	M09
EIUIR41030                    	U	IR	Household and kitchen appliances	          	1984	M12	2017	M09
EIUIR41050                    	U	IR	Other Household Goods, nes	          	1984	M12	2017	M09
EIUIR411                      	U	IR	Recreational equipment and materials	          	1984	M12	2017	M09
EIUIR41100                    	U	IR	Motorcycles & parts	          	2001	M12	2017	M09
EIUIR41120                    	U	IR	Toys, shooting & sporting goods	          	1981	M03	2017	M09
EIUIR41130                    	U	IR	Photo & optical  equipment	          	2011	M12	2017	M09
EIUIR41140                    	U	IR	Musical instruments and parts	          	2010	M12	2017	M09
EIUIR412                      	U	IR	Home entertainment equipment	          	1984	M12	2017	M09
EIUIR41200                    	U	IR	Television and video receivers	          	1984	M12	2017	M09
EIUIR41210                    	U	IR	Radios, phonographs, and tape decks	          	2012	M12	2017	M09
EIUIR413                      	U	IR	Coins, gems, jewelry, and collectibles	          	1984	M12	2017	M09
EIUIR41310                    	U	IR	Jewelry (watches, rings, etc)	          	1987	M12	2017	M09
EIUIR42                       	U	IR	Nonmanufactured consumer goods	          	1984	M12	2017	M09
EIUIR421                      	U	IR	Unmanufactured consumer durables	          	1992	M12	2017	M09
EIUIR42100                    	U	IR	Gem diamonds-uncut or unset	          	2007	M12	2017	M09
EIUIREXFDFLS                  	U	IR	All imports excluding food and fuels	          	2010	M12	2017	M09
EIUIREXFUELCOM                	U	IR	All commodities, excluding computers, semiconductors & fuels	          	2003	M03	2017	M09
EIUIREXFUELS                  	U	IR	All imports excluding fuels	          	2001	M12	2017	M09
EIUIREXPET                    	U	IR	All imports excluding petroleum	          	1985	M03	2017	M09
EIUIREXPETCOM                 	U	IR	All commodities, excluding computers semiconductors, & petrol	          	2001	M12	2017	M09
EIUIS231                      	U	IS	Outbound Air Freight	          	1992	M09	2017	M09
EIUIS2311                     	U	IS	Outbound Air Freight-Europe	          	2003	M12	2017	M09
EIUIS2312                     	U	IS	Outbound Air Freight-Asia	          	1992	M09	2017	M09
EIUIV131                      	U	IV	Import Air Freight	          	1990	M09	2017	M09
EIUIV1311                     	U	IV	Import Air Freight-Europe	          	2003	M12	2017	M09
EIUIV1312                     	U	IV	Import Air Freight-Asia	          	1990	M09	2017	M09
EIUIV142                      	U	IV	Import Air Passenger Fares	          	1988	M03	2017	M09
EIUIV1421                     	U	IV	Import Air Passenger Fares-Europe	          	1996	M12	2017	M09
EIUIV14211                    	U	IV	Import Air Passenger Fares-United Kingdom	          	2002	M12	2017	M09
EIUIV14212                    	U	IV	Import Air Passenger Fares-Other Europe	          	2002	M12	2017	M09
EIUIV1422                     	U	IV	Import Air Passenger Fares-Asia	          	1996	M12	2017	M09
EIUIV1424                     	U	IV	Import Air Passenger Fares-Latin America/Caribbean	          	1988	M03	2017	M09
EIUIY11                       	U	IY	Agriculture, forestry, fishing and hunting	          	2005	M12	2017	M09
EIUIY111                      	U	IY	Crop production	          	2005	M12	2017	M09
EIUIY1111                     	U	IY	Oilseed and grain farming	          	2005	M12	2017	M09
EIUIY11111                    	U	IY	Soybean farming	          	2005	M12	2017	M09
EIUIY11114                    	U	IY	Wheat farming	          	2005	M12	2017	M09
EIUIY11115                    	U	IY	Corn farming	          	2005	M12	2017	M09
EIUIY1113                     	U	IY	Fruit and tree nut farming	          	2006	M12	2017	M09
EIUIY11133                    	U	IY	Noncitrus fruit and tree nut farming	          	2007	M12	2017	M09
EIUIY1119                     	U	IY	Other crop farming	          	2005	M12	2017	M09
EIUIY11192                    	U	IY	Cotton farming	          	2007	M12	2017	M09
EIUIY21                       	U	IY	Mining	          	2005	M12	2017	M09
EIUIY212                      	U	IY	Mining (except oil and gas)	          	2005	M12	2017	M09
EIUIY2121                     	U	IY	Coal mining	          	2007	M12	2017	M09
EIUIY2122                     	U	IY	Metal ore mining	          	2012	M12	2017	M09
EIUIY21223                    	U	IY	Copper, nickel, lead, and zinc  mining	          	2015	M12	2017	M09
EIUIY31                       	U	IY	Manufacturing, part 1	          	2005	M12	2017	M09
EIUIY311                      	U	IY	Food manufacturing	          	2005	M12	2017	M09
EIUIY3112                     	U	IY	Grain and oilseed milling	          	2005	M12	2017	M09
EIUIY31122                    	U	IY	Starch and vegetable fats and oils manufacturing	          	2005	M12	2017	M09
EIUIY3114                     	U	IY	Fruit and vegetable preserving and specialty food manufacturing	          	2005	M12	2017	M09
EIUIY31142                    	U	IY	Fruit and vegetable canning, pickling, and drying	          	2009	M12	2017	M09
EIUIY3116                     	U	IY	Animal slaughtering and processing	          	2005	M12	2017	M09
EIUIY3119                     	U	IY	Other food manufacturing	          	2014	M12	2017	M09
EIUIY312                      	U	IY	Beverage and tobacco product manufacturing	          	2005	M12	2017	M09
EIUIY3121                     	U	IY	Beverage manufacturing	          	2009	M12	2017	M09
EIUIY313                      	U	IY	Textile mills	          	2016	M12	2017	M09
EIUIY316                      	U	IY	Leather and allied product  manufacturing	          	2016	M12	2017	M09
EIUIY32                       	U	IY	Manufacturing, part 2	          	2005	M12	2017	M09
EIUIY322                      	U	IY	Paper manufacturing	          	2005	M12	2017	M09
EIUIY3221                     	U	IY	Pulp, paper, and paperboard mills	          	2005	M12	2017	M09
EIUIY32212                    	U	IY	Paper mills	          	2005	M12	2017	M09
EIUIY3222                     	U	IY	Converted paper product manufacturing	          	2014	M12	2017	M09
EIUIY32222                    	U	IY	Paper bag and coated and treated paper manufacturing	          	2015	M12	2017	M09
EIUIY324                      	U	IY	Petroleum and coal products manufacturing	          	2005	M12	2017	M09
EIUIY325                      	U	IY	Chemical manufacturing	          	2005	M12	2017	M09
EIUIY3251                     	U	IY	Basic chemical manufacturing	          	2005	M12	2017	M09
EIUIY3252                     	U	IY	Resin, synthetic rubber, and artificial synthetic fibers and filaments	          	2005	M12	2017	M09
EIUIY32521                    	U	IY	Resin and synthetic rubber manufacturing	          	2014	M12	2017	M09
EIUIY3253                     	U	IY	Pesticide, fertilizer, and other agri. chemical manufacturing	          	2012	M12	2017	M09
EIUIY32531                    	U	IY	Fertilizer manufacturing	          	2016	M12	2017	M09
EIUIY3254                     	U	IY	Pharmaceutical and medicine manufacturing	          	2005	M12	2017	M09
EIUIY3255                     	U	IY	Paint, coating, and adhesive manufacturing	          	2012	M12	2017	M09
EIUIY3256                     	U	IY	Soap, cleaning compound, and toilet preparation manufacturing	          	2005	M12	2017	M09
EIUIY32561                    	U	IY	Soap and cleaning compound manufacturing	          	2005	M12	2017	M09
EIUIY32562                    	U	IY	Toilet preparation manufacturing	          	2005	M12	2017	M09
EIUIY3259                     	U	IY	Other chemical product and preparation manufacturing	          	2005	M12	2017	M09
EIUIY32599                    	U	IY	All other chemical product and preparation manufacturing	          	2005	M12	2017	M09
EIUIY326                      	U	IY	Plastics and rubber products manufacturing	          	2005	M12	2017	M09
EIUIY3261                     	U	IY	Plastics product manufacturing	          	2005	M12	2017	M09
EIUIY32619                    	U	IY	Other plastics product manufacturing	          	2005	M12	2017	M09
EIUIY3262                     	U	IY	Rubber product manufacturing	          	2006	M12	2017	M09
EIUIY32621                    	U	IY	Tire manufacturing	          	2006	M12	2017	M09
EIUIY327                      	U	IY	Nonmetallic mineral product manufacturing	          	2005	M12	2017	M09
EIUIY3272                     	U	IY	Glass and glass product manufacturing	          	2005	M12	2017	M09
EIUIY33                       	U	IY	Manufacturing, part 3	          	2005	M12	2017	M09
EIUIY331                      	U	IY	Primary metal manufacturing	          	2005	M12	2017	M09
EIUIY3313                     	U	IY	Alumina and aluminum production and processing	          	2009	M12	2017	M09
EIUIY3314                     	U	IY	Nonferrous metal (except aluminum) production and processing	          	2005	M12	2017	M09
EIUIY33141                    	U	IY	Nonferrous metal (except aluminum) smelting and refining	          	2005	M12	2017	M09
EIUIY33149                    	U	IY	Nonferrous metal (except copper and aluminum) rolling, drawing, extruding,	          	2005	M12	2017	M09
EIUIY332                      	U	IY	Fabricated metal product manufacturing	          	2005	M12	2017	M09
EIUIY3327                     	U	IY	Machine shops; turned product; and screw nut & bolt manufacturing	          	2016	M12	2017	M09
EIUIY3329                     	U	IY	Other fabricated metal product manufacturing	          	2005	M12	2017	M09
EIUIY33291                    	U	IY	Metal valve manufacturing	          	2005	M12	2017	M09
EIUIY333                      	U	IY	Machinery manufacturing	          	2005	M12	2017	M09
EIUIY3331                     	U	IY	Agriculture, construction, and mining machinery manufacturing	          	2005	M12	2017	M09
EIUIY33312                    	U	IY	Construction machinery manufacturing	          	2005	M12	2017	M09
EIUIY33313                    	U	IY	Mining and oil and gas field machinery manufacturing	          	2005	M12	2017	M09
EIUIY3332                     	U	IY	Industrial machinery manufacturing	          	2007	M12	2017	M09
EIUIY3333                     	U	IY	Commercial and service industry machinery manufacturing	          	2005	M12	2017	M09
EIUIY3335                     	U	IY	Metalworking machinery manufacturing	          	2005	M12	2017	M09
EIUIY3336                     	U	IY	Engine, turbine, and power transmission equipment manufacturing	          	2005	M12	2017	M09
EIUIY3339                     	U	IY	Other general purpose machinery manufacturing	          	2005	M12	2017	M09
EIUIY33391                    	U	IY	Pump and compressor manufacturing	          	2005	M12	2017	M09
EIUIY33392                    	U	IY	Material handling equipment manufacturing	          	2005	M12	2017	M09
EIUIY33399                    	U	IY	All other general purpose machinery manufacturing	          	2005	M12	2017	M09
EIUIY334                      	U	IY	Computer and electronic product manufacturing	          	2005	M12	2017	M09
EIUIY3341                     	U	IY	Computer and peripheral equipment manufacturing	          	2005	M12	2017	M09
EIUIY3342                     	U	IY	Communications equipment manufacturing	          	2005	M12	2017	M09
EIUIY33422                    	U	IY	Radio and TV broadcasting and wireless equipment	          	2009	M12	2017	M09
EIUIY3343                     	U	IY	Audio and video equipment manufacturing	          	2005	M12	2017	M09
EIUIY3344                     	U	IY	Semiconductor and other electronic component manufacturing	          	2005	M12	2017	M09
EIUIY3345                     	U	IY	Navigational, measuring, electromedical, and control instruments	          	2005	M12	2017	M09
EIUIY335                      	U	IY	Electrical equipment, appliance, and component manufacturing	          	2005	M12	2017	M09
EIUIY3352                     	U	IY	Household appliance manufacturing	          	2005	M12	2017	M09
EIUIY3353                     	U	IY	Electrical equipment manufacturing	          	2005	M12	2017	M09
EIUIY33592                    	U	IY	Communication and energy wire and cable manufacturing	          	2016	M12	2017	M09
EIUIY33599                    	U	IY	All other electrical equipment and component manufacturing	          	2005	M12	2017	M09
EIUIY336                      	U	IY	Transportation equipment manufacturing	          	2005	M12	2017	M09
EIUIY3361                     	U	IY	Motor vehicle manufacturing	          	2005	M12	2017	M09
EIUIY33611                    	U	IY	Automobile and light duty motor vehicle manufacturing	          	2005	M12	2017	M09
EIUIY33612                    	U	IY	Heavy duty truck manufacturing	          	2005	M12	2017	M09
EIUIY3362                     	U	IY	Motor vehicle body and trailer manufacturing	          	2013	M12	2017	M09
EIUIY3363                     	U	IY	Motor vehicle parts manufacturing	          	2005	M12	2017	M09
EIUIY33631                    	U	IY	Motor vehicle gasoline engine and engine parts manu.	          	2013	M12	2017	M09
EIUIY33632                    	U	IY	Motor vehicle electrical and electronic equipment manufacturing	          	2008	M12	2017	M09
EIUIY33633                    	U	IY	Motor vehicle steering and suspension components manufacturing	          	2016	M12	2017	M09
EIUIY33635                    	U	IY	Motor vehicle transmission and power train parts manu.	          	2015	M12	2017	M09
EIUIY33639                    	U	IY	Other motor vehicle parts manufacturing	          	2005	M12	2017	M09
EIUIY3364                     	U	IY	Aerospace product and parts manufacturing	          	2005	M12	2017	M09
EIUIY337                      	U	IY	Furniture and related product manufacturing	          	2011	M12	2017	M09
EIUIY339                      	U	IY	Miscellaneous manufacturing	          	2005	M12	2017	M09
EIUIY3391                     	U	IY	Medical equipment and supplies manufacturing	          	2005	M12	2017	M09
EIUIY3399                     	U	IY	Other miscellaneous  manufacturing	          	2013	M12	2017	M09
EIUIY33991                    	U	IY	Jewelry and silverware  manufacturing	          	2013	M12	2017	M09
EIUIY33999                    	U	IY	All other miscellaneous manufacturing	          	2005	M12	2017	M09
EIUIYMANU                     	U	IY	Manufacturing	          	2005	M12	2017	M09
EIUIYNONMANU                  	U	IY	Nonmanufacturing	          	2005	M12	2017	M09
EIUIZ11                       	U	IZ	Agriculture, forestry, fishing and hunting	          	2005	M12	2017	M09
EIUIZ111                      	U	IZ	Crop production	          	2005	M12	2017	M09
EIUIZ1113                     	U	IZ	Fruit and tree nut farming	          	2005	M12	2017	M09
EIUIZ112                      	U	IZ	Animal production	          	2014	M12	2017	M09
EIUIZ21                       	U	IZ	Mining	          	2005	M12	2017	M09
EIUIZ211                      	U	IZ	Oil and gas extraction	          	2005	M12	2017	M09
EIUIZ212                      	U	IZ	Mining (except oil and gas)	          	2006	M12	2017	M09
EIUIZ31                       	U	IZ	Manufacturing, part 1	          	2005	M12	2017	M09
EIUIZ311                      	U	IZ	Food manufacturing	          	2005	M12	2017	M09
EIUIZ3112                     	U	IZ	Grain and oilseed milling	          	2005	M12	2017	M09
EIUIZ31122                    	U	IZ	Starch and vegetable fats and oils manufacturing	          	2005	M12	2017	M09
EIUIZ3113                     	U	IZ	Sugar and confectionery product manufacturing	          	2005	M12	2017	M09
EIUIZ3114                     	U	IZ	Fruit and vegetable preserving and specialty food manufacturing	          	2005	M12	2017	M09
EIUIZ3116                     	U	IZ	Animal slaughtering and processing	          	2005	M12	2017	M09
EIUIZ3117                     	U	IZ	Seafood product preparation and packaging	          	2005	M12	2017	M09
EIUIZ3119                     	U	IZ	Other food manufacturing	          	2005	M12	2017	M09
EIUIZ312                      	U	IZ	Beverage and tobacco product manufacturing	          	2005	M12	2017	M09
EIUIZ3121                     	U	IZ	Beverage manufacturing	          	2009	M12	2017	M09
EIUIZ31212                    	U	IZ	Breweries	          	2006	M12	2017	M09
EIUIZ31213                    	U	IZ	Wineries	          	2005	M12	2017	M09
EIUIZ31214                    	U	IZ	Distilleries	          	2005	M12	2017	M09
EIUIZ313                      	U	IZ	Textile mills	          	2011	M12	2017	M09
EIUIZ3132                     	U	IZ	Fabric mills	          	2005	M12	2017	M09
EIUIZ314                      	U	IZ	Textile product mills	          	2005	M12	2017	M09
EIUIZ3141                     	U	IZ	Textile furnishings mills	          	2005	M12	2017	M09
EIUIZ31412                    	U	IZ	Curtain and linen mills	          	2005	M12	2017	M09
EIUIZ3149                     	U	IZ	Other textile product mills	          	2006	M12	2017	M09
EIUIZ31499                    	U	IZ	All other textile product  mills	          	2012	M12	2017	M09
EIUIZ315                      	U	IZ	Apparel manufacturing	          	2005	M12	2017	M09
EIUIZ3152                     	U	IZ	Cut and sew apparel manufacturing	          	2009	M12	2017	M09
EIUIZ31522                    	U	IZ	Men's and boys' cut and sew apparel manufacturing	          	2005	M12	2017	M09
EIUIZ31524                    	U	IZ	Womens and girls cut and sown apparel manufacturing	          	2013	M12	2017	M09
EIUIZ3159                     	U	IZ	Apparel accessories and other apparel manufacturing	          	2005	M12	2017	M09
EIUIZ316                      	U	IZ	Leather and allied product manufacturing	          	2005	M12	2017	M09
EIUIZ3162                     	U	IZ	Footwear manufacturing	          	2005	M12	2017	M09
EIUIZ3169                     	U	IZ	Other leather and allied product manufacturing	          	2015	M12	2017	M09
EIUIZ32                       	U	IZ	Manufacturing, part 2	          	2005	M12	2017	M09
EIUIZ321                      	U	IZ	Wood product manufacturing	          	2005	M12	2017	M09
EIUIZ3211                     	U	IZ	Sawmills and wood preservation	          	2005	M12	2017	M09
EIUIZ3212                     	U	IZ	Veneer, plywood, and engineered wood product manufacturing	          	2005	M12	2017	M09
EIUIZ3219                     	U	IZ	Other wood product manufacturing	          	2005	M12	2017	M09
EIUIZ322                      	U	IZ	Paper manufacturing	          	2005	M12	2017	M09
EIUIZ3221                     	U	IZ	Pulp, paper, and paperboard mills	          	2005	M12	2017	M09
EIUIZ32212                    	U	IZ	Paper mills	          	2005	M12	2017	M09
EIUIZ3222                     	U	IZ	Converted paper product manufacturing	          	2005	M12	2017	M09
EIUIZ32222                    	U	IZ	Paper bag and coated and treated paper manufacturing	          	2006	M12	2017	M09
EIUIZ323                      	U	IZ	Printing and related support  activities	          	2016	M12	2017	M09
EIUIZ324                      	U	IZ	Petroleum and coal products manufacturing	          	2005	M12	2017	M09
EIUIZ325                      	U	IZ	Chemical manufacturing	          	2005	M12	2017	M09
EIUIZ3251                     	U	IZ	Basic chemical manufacturing	          	2005	M12	2017	M09
EIUIZ32518                    	U	IZ	Other basic inorganic chemical manufacturing	          	2008	M12	2017	M09
EIUIZ32519                    	U	IZ	Other basic organic chemical manufacturing	          	2005	M12	2017	M09
EIUIZ3252                     	U	IZ	Resin, synthetic rubber, and artificial synthetic fibers and filaments	          	2005	M12	2017	M09
EIUIZ32521                    	U	IZ	Resin and synthetic rubber manufacturing	          	2005	M12	2017	M09
EIUIZ3253                     	U	IZ	Pesticide, fertilizer, other agricult. chemical manufacturing	          	2007	M12	2017	M09
EIUIZ32531                    	U	IZ	Fertilizer manufacturing	          	2008	M12	2017	M09
EIUIZ3254                     	U	IZ	Pharmaceutical and medicine manufacturing	          	2005	M12	2017	M09
EIUIZ3256                     	U	IZ	Soap, cleaning compound, and toilet preparation manufacturing	          	2005	M12	2017	M09
EIUIZ32562                    	U	IZ	Toilet preparation  manufacturing	          	2016	M12	2017	M09
EIUIZ3259                     	U	IZ	Other chemical product and preparation manufacturing	          	2006	M12	2017	M09
EIUIZ32599                    	U	IZ	All other chemical product and prep. manufacturing	          	2016	M12	2017	M09
EIUIZ326                      	U	IZ	Plastics and rubber products manufacturing	          	2005	M12	2017	M09
EIUIZ3261                     	U	IZ	Plastics product manufacturing	          	2005	M12	2017	M09
EIUIZ32619                    	U	IZ	Other plastics product manufacturing	          	2005	M12	2017	M09
EIUIZ3262                     	U	IZ	Rubber product manufacturing	          	2005	M12	2017	M09
EIUIZ32621                    	U	IZ	Tire manufacturing	          	2005	M12	2017	M09
EIUIZ327                      	U	IZ	Nonmetallic mineral product manufacturing	          	2005	M12	2017	M09
EIUIZ3271                     	U	IZ	Clay product and refractory manufacturing	          	2005	M12	2017	M09
EIUIZ32711                    	U	IZ	Pottery, ceramics, and plumbing fixture manufacturing	          	2014	M12	2017	M09
EIUIZ3279                     	U	IZ	Other nonmetallic mineral product manufacturing	          	2005	M12	2017	M09
EIUIZ32799                    	U	IZ	All other nonmetallic mineral product manufacturing	          	2005	M12	2017	M09
EIUIZ33                       	U	IZ	Manufacturing, part 3	          	2005	M12	2017	M09
EIUIZ331                      	U	IZ	Primary metal manufacturing	          	2005	M12	2017	M09
EIUIZ3311                     	U	IZ	Iron and steel mills and ferroalloy manufacturing	          	2005	M12	2017	M09
EIUIZ3313                     	U	IZ	Alumina and aluminum production and processing	          	2005	M12	2017	M09
EIUIZ3314                     	U	IZ	Nonferrous metal (except aluminum) production and processing	          	2005	M12	2017	M09
EIUIZ33141                    	U	IZ	Nonferrous metal (except aluminum) smelting and refining	          	2005	M12	2017	M09
EIUIZ33149                    	U	IZ	Nonferr. metal (except copper and alum.) rolling, drawing, extruding, & alloying	          	2005	M12	2017	M09
EIUIZ332                      	U	IZ	Fabricated metal product manufacturing	          	2005	M12	2017	M09
EIUIZ3322                     	U	IZ	Cutlery and handtool manufacturing	          	2005	M12	2017	M09
EIUIZ3325                     	U	IZ	Hardware manufacturing	          	2005	M12	2017	M09
EIUIZ3327                     	U	IZ	Machine shops; and screw, nut, and bolt manufacturing	          	2012	M12	2017	M09
EIUIZ3329                     	U	IZ	Other fabricated metal product manufacturing	          	2005	M12	2017	M09
EIUIZ33291                    	U	IZ	Metal valve manufacturing	          	2005	M12	2017	M09
EIUIZ33299                    	U	IZ	All other fabricated metal product manufacturing	          	2005	M12	2017	M09
EIUIZ333                      	U	IZ	Machinery manufacturing	          	2005	M12	2017	M09
EIUIZ3331                     	U	IZ	Agriculture, construction, and mining machinery manufacturing	          	2005	M12	2017	M09
EIUIZ33311                    	U	IZ	Agricultural implement  manufacturing	          	2016	M12	2017	M09
EIUIZ33312                    	U	IZ	Construction machinery manufacturing	          	2005	M12	2017	M09
EIUIZ3332                     	U	IZ	Industrial machinery manufacturing	          	2005	M12	2017	M09
EIUIZ33324                    	U	IZ	Industrial machinery      manufacturing	          	2013	M12	2017	M09
EIUIZ3333                     	U	IZ	Commercial and service industry machinery manufacturing	          	2005	M12	2017	M09
EIUIZ3334                     	U	IZ	Ventilation, heating, air-conditioning, and commercial refrigeration equipment	          	2005	M12	2017	M09
EIUIZ3335                     	U	IZ	Metalworking machinery manufacturing	          	2005	M12	2017	M09
EIUIZ3336                     	U	IZ	Engine, turbine, and power transmission equipment manufacturing	          	2005	M12	2017	M09
EIUIZ3339                     	U	IZ	Other general purpose machinery manufacturing	          	2005	M12	2017	M09
EIUIZ33391                    	U	IZ	Pump and compressor  manufacturing	          	2013	M12	2017	M09
EIUIZ33392                    	U	IZ	Material handling equipment manufacturing	          	2005	M12	2017	M09
EIUIZ33399                    	U	IZ	All other general purpose machinery manufacturing	          	2005	M12	2017	M09
EIUIZ334                      	U	IZ	Computer and electronic product manufacturing	          	2005	M12	2017	M09
EIUIZ3341                     	U	IZ	Computer and peripheral equipment manufacturing	          	2005	M12	2017	M09
EIUIZ3342                     	U	IZ	Communications equipment manufacturing	          	2005	M12	2017	M09
EIUIZ3343                     	U	IZ	Audio and video equipment manufacturing	          	2005	M12	2017	M09
EIUIZ3344                     	U	IZ	Semiconductor and other electronic component manufacturing	          	2005	M12	2017	M09
EIUIZ3345                     	U	IZ	Navigational, measuring, electromedical, and control instruments	          	2005	M12	2017	M09
EIUIZ3346                     	U	IZ	Manufacturing and reproducing magnetic and optical media	          	2005	M12	2017	M09
EIUIZ335                      	U	IZ	Electrical equipment, appliance, and component manufacturing	          	2005	M12	2017	M09
